order_id,customer_id,order_date,shipped_date,delivered_date,status,shipping_address,payment_method,payment_status
ORD_02065,CUST_0489,2025-01-25,2025-02-01,2025-02-02,delivered,"9874 Kimberly Street Apt. 740, Kevinfort, NY 98173",Google Pay,failed
ORD_02066,CUST_0954,2025-09-25,2025-09-30,2025-10-05,delivered,"221 Raymond Divide Apt. 866, Lake Melissahaven, AZ 35723",PayPal,refunded
ORD_02067,CUST_0916,2024-11-21,2024-11-25,2024-11-30,delivered,"8911 Johnson Pike Apt. 994, Hancockfort, WA 67241",Debit Card,failed
ORD_02068,CUST_0088,2025-09-12,2025-09-13,2025-09-15,delivered,"3797 Ashley Well Suite 512, Karenmouth, NY 43604",PayPal,failed
ORD_02069,CUST_0694,2025-07-22,2025-07-24,2025-07-25,delivered,"59145 Brown Port Suite 523, Lake Megan, ME 79504",PayPal,failed
ORD_02070,CUST_0300,2025-06-01,,,processing,"770 Rebecca Ville, Phillipmouth, DE 47301",Credit Card,failed
ORD_02071,CUST_0618,2025-06-04,2025-06-05,2025-06-10,delivered,"604 Jeff Mall, Port Elizabeth, MN 48247",Google Pay,refunded
ORD_02072,CUST_0174,2025-07-20,2025-07-27,2025-07-30,delivered,"3724 Aguilar Locks, Simonfort, WV 72512",PayPal,failed
ORD_02073,CUST_0533,2025-05-01,2025-05-05,2025-05-08,delivered,"10502 Branch Roads, Danielfurt, MP 98174",PayPal,paid
ORD_02074,CUST_0665,2024-12-14,2024-12-20,2024-12-23,delivered,"355 Myers Pine Suite 198, New Mark, GA 78948",Debit Card,refunded
ORD_02075,CUST_0444,2025-10-23,2025-10-24,2025-10-27,delivered,"Unit 9177 Box 8862, DPO AE 97323",Apple Pay,paid
ORD_02076,CUST_0341,2025-06-28,2025-06-29,,shipped,"007 Jeremy Estates Apt. 075, West Richardland, KY 38960",PayPal,paid
ORD_02077,CUST_0753,2024-12-06,2024-12-07,,shipped,"PSC 8557, Box 6731, APO AE 33716",Debit Card,refunded
ORD_02078,CUST_0205,2025-09-22,2025-09-26,2025-09-30,delivered,"54008 Chelsea Circles, West Alice, MA 47126",Credit Card,failed
ORD_02079,CUST_0714,2025-09-26,2025-09-29,2025-10-02,delivered,"765 Alejandro Trail, West David, OK 38333",Google Pay,refunded
ORD_02080,CUST_0417,2025-03-26,,,processing,"4204 Deborah Avenue, Juliemouth, OK 28941",Debit Card,pending
ORD_02081,CUST_0966,2025-10-13,2025-10-19,2025-10-22,delivered,"204 Glass Avenue Suite 233, South Christine, KY 26895",Google Pay,pending
ORD_02082,CUST_0501,2025-06-23,2025-06-26,2025-06-27,delivered,"982 Margaret Place Suite 083, Willismouth, TN 25864",Apple Pay,paid
ORD_02083,CUST_0825,2025-01-23,,,processing,"10882 Collier Villages, Port Michelle, OK 31151",Debit Card,paid
ORD_02084,CUST_0024,2024-11-16,2024-11-23,2024-11-24,delivered,"841 Wells Throughway, Douglasburgh, NY 28559",PayPal,paid
ORD_02085,CUST_0182,2025-03-26,2025-03-27,2025-03-29,delivered,"57590 Katie Flat, South Ethan, MN 34948",Google Pay,pending
ORD_02086,CUST_0798,2025-08-07,2025-08-14,2025-08-15,delivered,"52910 Jackson Flat, Port Michaelfurt, IN 73928",Credit Card,paid
ORD_02087,CUST_0755,2025-10-18,2025-10-25,2025-10-30,delivered,"57082 Richard Forest Suite 925, Juliestad, VI 99191",Credit Card,pending
ORD_02088,CUST_0597,2025-02-11,2025-02-18,,shipped,"08467 Michelle Junction, South Charles, AS 23917",Apple Pay,failed
ORD_02089,CUST_0805,2025-10-27,,,processing,"20451 Alexa Shoals, New Keithville, CA 22632",Credit Card,paid
ORD_02090,CUST_0058,2025-03-08,,,processing,"0550 Luis Parkway, North Kristy, VA 35329",PayPal,pending
ORD_02091,CUST_0941,2025-10-07,,,cancelled,"2561 Joshua Crest, Port Sharon, SD 61639",Credit Card,pending
ORD_02092,CUST_0094,2024-12-26,,,processing,"27526 James Spring, Adriennefurt, VI 74545",Credit Card,paid
ORD_02093,CUST_0444,2025-08-29,,,processing,"502 John Freeway, Ryanberg, PW 06266",PayPal,pending
ORD_02094,CUST_0052,2025-03-03,,,processing,"449 Gloria Vista, Andersonberg, WV 66760",Credit Card,refunded
ORD_02095,CUST_0329,2025-06-07,2025-06-12,,shipped,"38955 Dominguez Oval, Rodriguezview, CO 79736",PayPal,refunded
ORD_02096,CUST_0838,2024-12-18,2024-12-24,2024-12-28,delivered,"9448 Jones Ville Apt. 167, Port Amyshire, CO 80829",Google Pay,pending
ORD_02097,CUST_0481,2025-06-18,2025-06-24,2025-06-29,delivered,"182 Renee Cove Apt. 001, Timland, IN 06564",Credit Card,refunded
ORD_02098,CUST_0190,2025-01-15,2025-01-16,2025-01-17,delivered,"8474 Travis Crossing Apt. 194, East Rachelville, MN 12386",PayPal,pending
ORD_02099,CUST_0270,2025-07-07,2025-07-12,2025-07-17,delivered,"PSC 2190, Box 0161, APO AP 25332",PayPal,paid
ORD_02100,CUST_0720,2025-09-29,,,cancelled,"691 Brian Place, East Stephanieville, WV 73714",Credit Card,pending
ORD_02101,CUST_0192,2025-05-16,2025-05-23,2025-05-25,delivered,"50996 Cody Terrace, Merrittstad, NM 51888",PayPal,refunded
ORD_02102,CUST_0651,2025-05-31,2025-06-03,,shipped,"534 Sampson Tunnel Suite 935, Richardchester, ID 93212",Google Pay,refunded
ORD_02103,CUST_0519,2025-07-06,2025-07-09,,shipped,"24239 Paul Stravenue Apt. 975, Scottbury, MP 52017",PayPal,refunded
ORD_02104,CUST_0257,2025-02-02,2025-02-08,2025-02-10,delivered,"917 Barrera Streets Apt. 982, Ralphport, NV 46771",Google Pay,paid
ORD_02105,CUST_0671,2025-08-01,,,processing,"517 Ricky Walks, West Andrew, AR 95024",Debit Card,failed
ORD_02106,CUST_0773,2025-08-16,2025-08-17,2025-08-18,delivered,"0098 Renee Mountain, Lake Matthew, VI 41341",Credit Card,refunded
ORD_02107,CUST_0353,2025-02-12,,,processing,"8278 Hill Freeway Apt. 205, Claytonmouth, HI 27619",Credit Card,refunded
ORD_02108,CUST_0082,2025-04-25,,,processing,"897 Robert Wells Apt. 561, Diazmouth, MT 90757",Apple Pay,paid
ORD_02109,CUST_0763,2025-05-27,,,processing,"Unit 7805 Box 0957, DPO AA 53989",Credit Card,failed
ORD_02110,CUST_0603,2025-04-29,,,cancelled,"916 Barbara Trail, Port Jason, PR 27316",Debit Card,paid
ORD_02111,CUST_0583,2025-03-13,2025-03-19,2025-03-22,delivered,"8219 Jeffrey Islands, Carsonchester, FL 41395",Apple Pay,failed
ORD_02112,CUST_0761,2025-11-11,2025-11-14,2025-11-18,delivered,"217 Kelly Burg Apt. 985, South Tyronestad, MI 31994",Debit Card,refunded
ORD_02113,CUST_0321,2025-05-05,2025-05-11,2025-05-13,delivered,"211 Woodard Hill Suite 970, Lake Kimberly, MN 56916",PayPal,pending
ORD_02114,CUST_0044,2024-11-19,,,processing,"961 Heather Lane, Lauraport, SD 98339",Debit Card,refunded
ORD_02115,CUST_0477,2025-04-10,2025-04-13,2025-04-17,delivered,"0982 Trevor Extensions Suite 269, Lake Shawnfort, NJ 85110",Apple Pay,refunded
ORD_02116,CUST_0464,2025-04-27,2025-04-29,2025-05-03,delivered,"32423 Justin Extensions, Jonesmouth, NM 59670",Apple Pay,paid
ORD_02117,CUST_0895,2025-04-25,2025-05-02,2025-05-05,delivered,"4607 Rice Court, New Howardshire, IN 16062",Apple Pay,pending
ORD_02118,CUST_0410,2025-05-30,2025-05-31,2025-06-04,delivered,"94543 Levi Pike, New Kristine, MN 44200",PayPal,pending
ORD_02119,CUST_0608,2025-04-24,2025-04-26,2025-04-27,delivered,"26521 Justin Pines, North Brianshire, DC 43578",Credit Card,refunded
ORD_02120,CUST_0484,2025-09-06,2025-09-09,2025-09-12,delivered,"92238 Wilkinson Hills, Lake Lisaburgh, VI 01487",PayPal,paid
ORD_02121,CUST_0510,2025-04-10,2025-04-12,2025-04-15,delivered,"684 Smith Freeway, Christinachester, IA 80456",Google Pay,failed
ORD_02122,CUST_0234,2025-10-01,2025-10-05,2025-10-10,delivered,"541 Daniel Passage Suite 924, Arielville, IL 25853",Apple Pay,refunded
ORD_02123,CUST_0446,2025-08-07,2025-08-11,2025-08-12,delivered,"26013 Perry Inlet, Port Michaelbury, OK 49748",Debit Card,paid
ORD_02124,CUST_0069,2025-03-14,2025-03-20,2025-03-24,delivered,"2053 Green Brooks Suite 752, Riddletown, CA 71718",Google Pay,failed
ORD_02125,CUST_0145,2025-06-21,2025-06-26,2025-06-30,delivered,"140 Christopher Loaf Apt. 473, Port Lindashire, WI 66163",PayPal,refunded
ORD_02126,CUST_0503,2025-05-23,2025-05-26,2025-05-28,delivered,"489 Gonzalez Avenue, Paulshire, OH 64384",Debit Card,failed
ORD_02127,CUST_0701,2025-07-03,2025-07-07,,shipped,"755 Patricia Valleys Suite 810, Lake Michael, UT 65896",Google Pay,paid
ORD_02128,CUST_0614,2025-06-20,2025-06-25,2025-06-28,delivered,"52722 Seth Street, Lake Justin, IN 67600",Debit Card,failed
ORD_02129,CUST_0827,2025-05-23,,,processing,"712 William Forks Suite 261, North John, NV 69743",PayPal,failed
ORD_02130,CUST_0579,2025-07-24,2025-07-25,2025-07-26,delivered,"13360 April Lakes, Gouldton, GU 46399",Apple Pay,failed
ORD_02131,CUST_0428,2025-08-09,2025-08-11,2025-08-14,delivered,"69156 Ward Roads, Lake Debraville, MH 56481",PayPal,failed
ORD_02132,CUST_0650,2025-01-06,2025-01-13,2025-01-16,delivered,"292 Case Freeway Suite 534, Port Tamara, ID 71501",Google Pay,failed
ORD_02133,CUST_0592,2025-09-13,2025-09-19,2025-09-21,delivered,"195 Mcdaniel Vista Apt. 383, New Kevinburgh, AK 60946",PayPal,failed
ORD_02134,CUST_0801,2025-07-14,2025-07-19,,shipped,"79804 Michael Mission Suite 460, East Crystal, VT 45619",PayPal,pending
ORD_02135,CUST_0833,2025-06-10,2025-06-14,2025-06-19,delivered,"8418 Brittany Walks Suite 395, Jacksonbury, MI 76214",Apple Pay,paid
ORD_02136,CUST_0321,2025-03-29,2025-03-30,2025-04-03,delivered,"PSC 4507, Box 4551, APO AP 66635",PayPal,failed
ORD_02137,CUST_0084,2025-07-26,2025-07-30,2025-08-03,delivered,"7845 Robert Viaduct Suite 371, Cisnerosport, AR 80010",Google Pay,failed
ORD_02138,CUST_0069,2025-03-19,2025-03-23,2025-03-25,delivered,"219 Zimmerman Freeway Suite 332, South Ashley, IL 32851",Debit Card,pending
ORD_02139,CUST_0373,2025-06-13,,,cancelled,"70314 Karen Viaduct, Anthonyland, CA 00871",Credit Card,refunded
ORD_02140,CUST_0253,2025-01-23,2025-01-29,2025-01-30,delivered,"656 Michael Oval Suite 539, Janiceshire, KS 61917",Debit Card,failed
ORD_02141,CUST_0845,2025-04-15,2025-04-19,,shipped,"81694 Jerry Ways, Patelville, MO 93967",Google Pay,pending
ORD_02142,CUST_0803,2025-09-06,2025-09-09,2025-09-13,delivered,"PSC 1454, Box 1603, APO AE 97980",Debit Card,pending
ORD_02143,CUST_0844,2025-07-28,2025-07-30,,shipped,"6055 Richard Estates, West Heatherhaven, VT 28162",Google Pay,paid
ORD_02144,CUST_0303,2025-05-30,,,processing,"6751 Duane Curve, New Alexis, VT 32847",Credit Card,pending
ORD_02145,CUST_0537,2024-12-06,2024-12-09,2024-12-11,delivered,"085 Thompson Island Apt. 497, South Nicholas, OR 34088",Apple Pay,refunded
ORD_02146,CUST_0718,2025-10-19,2025-10-22,2025-10-25,delivered,"98925 Spencer Oval, Smithside, TN 34060",PayPal,pending
ORD_02147,CUST_0304,2025-11-11,2025-11-12,2025-11-16,delivered,"8919 Tyler Track, Hubbardhaven, SC 64681",Credit Card,failed
ORD_02148,CUST_0477,2025-03-29,,,cancelled,"00579 Stephen Estates Apt. 377, Cabreraland, MI 03107",PayPal,refunded
ORD_02149,CUST_0641,2024-12-02,2024-12-07,2024-12-09,delivered,"11164 Newton Knoll, North Kimberly, AS 25838",Google Pay,refunded
ORD_02150,CUST_0777,2025-01-03,2025-01-04,2025-01-07,delivered,"247 James Falls Suite 193, Port Jeremyport, IA 19865",Apple Pay,failed
ORD_02151,CUST_0203,2025-02-26,,,processing,"2102 Weber Keys, Sampsonburgh, AZ 36092",Google Pay,refunded
ORD_02152,CUST_0292,2025-01-10,2025-01-15,2025-01-17,delivered,"9470 Hunt Tunnel, Macdonaldborough, NV 42270",Debit Card,paid
ORD_02153,CUST_0127,2024-12-22,2024-12-29,2025-01-01,delivered,"6832 Kimberly Heights Apt. 579, Nortonland, MS 07320",Google Pay,refunded
ORD_02154,CUST_0378,2024-11-16,2024-11-19,2024-11-23,delivered,"103 Kevin Street, Jerrystad, DE 48465",Google Pay,paid
ORD_02155,CUST_0644,2025-07-02,2025-07-08,2025-07-11,delivered,"1947 Jonathon Mission, Lindseyport, MI 31277",Apple Pay,pending
ORD_02156,CUST_0335,2025-06-17,2025-06-24,,shipped,"555 Webster Forge Suite 389, North Ryanport, NV 70139",Credit Card,failed
ORD_02157,CUST_0332,2025-02-18,2025-02-25,,shipped,"7291 Simmons Springs, Lake Joseph, MA 72866",Google Pay,paid
ORD_02158,CUST_0905,2024-12-23,2024-12-24,2024-12-26,delivered,"13694 Teresa Route Suite 204, Adamshire, WA 47832",Apple Pay,paid
ORD_02159,CUST_0950,2025-07-15,2025-07-17,2025-07-19,delivered,"13845 Jonathan Ville Apt. 606, Lake Faith, AK 65777",Credit Card,pending
ORD_02160,CUST_0963,2024-12-28,,,processing,"94900 Scott Falls Suite 991, Peterhaven, RI 10753",PayPal,paid
ORD_02161,CUST_0773,2025-04-12,2025-04-15,2025-04-18,delivered,"PSC 2589, Box 4666, APO AE 98529",Credit Card,refunded
ORD_02162,CUST_0352,2025-04-02,,,cancelled,"9814 Amy Rest Apt. 988, Gonzalezborough, MI 31324",Credit Card,refunded
ORD_02163,CUST_0411,2025-06-15,2025-06-16,2025-06-21,delivered,"189 Woods Village, Michellemouth, PW 71093",Apple Pay,refunded
ORD_02164,CUST_0712,2025-02-17,2025-02-22,2025-02-23,delivered,"1766 Johnson Glen, Haileyland, NM 38590",PayPal,refunded
ORD_02165,CUST_0163,2025-05-02,2025-05-09,2025-05-12,delivered,"50091 Jennifer Turnpike, Michaelland, CO 91277",PayPal,pending
ORD_02166,CUST_0058,2025-03-07,2025-03-13,,shipped,"85819 Smith Manors, Dannyside, MH 63469",Google Pay,paid
ORD_02167,CUST_0054,2024-12-11,2024-12-18,,shipped,"4740 Garrison Burgs, North Johnland, MO 16273",PayPal,refunded
ORD_02168,CUST_0044,2025-07-06,2025-07-08,2025-07-10,delivered,"568 Kent Drive, Zimmermanville, MO 11221",PayPal,pending
ORD_02169,CUST_0513,2025-10-11,2025-10-14,2025-10-18,delivered,"PSC 4139, Box 0604, APO AP 21025",Apple Pay,paid
ORD_02170,CUST_0523,2025-10-31,,,cancelled,"3820 Lynch Mission, Port Kaitlinberg, MI 96545",Debit Card,refunded
ORD_02171,CUST_0025,2025-08-27,,,processing,"92237 Daniels Wells, Ashleyport, VT 20930",Apple Pay,paid
ORD_02172,CUST_0042,2025-10-26,2025-10-31,2025-11-01,delivered,"7841 Rogers Drives, New Ryanhaven, MS 41726",PayPal,pending
ORD_02173,CUST_0597,2025-10-24,2025-10-25,2025-10-28,delivered,"8797 Jose Grove Suite 328, North Jeffery, PW 63828",Credit Card,failed
ORD_02174,CUST_0522,2025-07-28,2025-08-01,2025-08-03,delivered,"0390 Joanna Meadow Apt. 935, South Arthur, FM 99037",PayPal,paid
ORD_02175,CUST_0938,2025-02-09,2025-02-15,,shipped,"PSC 9612, Box 0153, APO AE 85699",Google Pay,failed
ORD_02176,CUST_0273,2025-09-07,2025-09-10,,shipped,"0209 Vasquez Run Suite 547, Scottside, NJ 32445",Google Pay,refunded
ORD_02177,CUST_0164,2025-10-19,2025-10-26,2025-10-31,delivered,"828 Patricia Pass Suite 438, South Amyland, CT 16658",Debit Card,failed
ORD_02178,CUST_0201,2025-02-23,2025-02-26,2025-03-02,delivered,"48749 Felicia Causeway, Port Pamela, WA 66418",Credit Card,failed
ORD_02179,CUST_0463,2025-08-10,2025-08-14,2025-08-19,delivered,"PSC 9624, Box 3197, APO AE 32794",Google Pay,refunded
ORD_02180,CUST_0210,2024-11-21,2024-11-22,2024-11-23,delivered,"9769 William Circles, Spenceberg, MT 71270",Apple Pay,paid
ORD_02181,CUST_0761,2025-06-05,2025-06-07,2025-06-12,delivered,"2686 John Groves, Angelchester, VI 31179",Debit Card,pending
ORD_02182,CUST_0908,2025-05-23,2025-05-30,,shipped,"3697 Kelly Fork Apt. 474, East Louis, SC 81622",Debit Card,failed
ORD_02183,CUST_0475,2025-01-15,2025-01-21,2025-01-23,delivered,"642 Pamela Heights, Davidville, MN 76729",Google Pay,failed
ORD_02184,CUST_0223,2025-10-04,2025-10-05,2025-10-08,delivered,"85204 Michael Track, Lake Justin, IA 92531",Credit Card,pending
ORD_02185,CUST_0850,2025-11-01,2025-11-08,2025-11-11,delivered,"6058 Chad Ranch Suite 410, Lake Margaretborough, OK 45224",PayPal,refunded
ORD_02186,CUST_0970,2025-05-28,,,processing,"0237 Anderson Island, South Kathyside, WV 30575",Apple Pay,failed
ORD_02187,CUST_0469,2025-05-09,2025-05-14,2025-05-16,delivered,"30748 Smith Highway Suite 372, Johnton, OR 70494",Apple Pay,refunded
ORD_02188,CUST_0575,2025-01-13,2025-01-16,,shipped,"583 Edwin Trail, Austinborough, MP 77103",PayPal,paid
ORD_02189,CUST_0632,2025-10-29,2025-10-30,2025-10-31,delivered,"167 Wallace Fort Apt. 429, Fullerton, MA 61840",Google Pay,paid
ORD_02190,CUST_0878,2024-11-18,2024-11-21,2024-11-22,delivered,"614 Bentley Drives Suite 887, Lake Dylan, NE 42192",Debit Card,refunded
ORD_02191,CUST_0391,2025-08-12,,,processing,"187 David Mountains Suite 743, Salazarview, ME 24471",Google Pay,pending
ORD_02192,CUST_0100,2025-05-19,2025-05-22,2025-05-24,delivered,"392 Samantha Trace, Lake Jill, TN 19356",PayPal,refunded
ORD_02193,CUST_0760,2025-06-17,2025-06-18,2025-06-21,delivered,"3690 Glass Pass, Rollinstown, DC 34846",Apple Pay,paid
ORD_02194,CUST_0305,2025-02-10,,,cancelled,"3944 Gonzalez Ports Apt. 537, Lake Melissaburgh, ID 29587",Credit Card,paid
ORD_02195,CUST_0310,2024-12-21,2024-12-24,2024-12-28,delivered,"411 Nicholas Locks Suite 519, South Lynn, VA 36449",PayPal,paid
ORD_02196,CUST_0942,2025-03-01,2025-03-07,,shipped,"61647 Howard Meadow Apt. 936, West Brianbury, MH 68492",Credit Card,refunded
ORD_02197,CUST_0179,2025-08-11,2025-08-12,2025-08-13,delivered,"PSC 3872, Box 6661, APO AA 88905",PayPal,refunded
ORD_02198,CUST_0891,2025-01-11,2025-01-17,,shipped,"998 Taylor Tunnel, Claytonberg, MN 32378",Google Pay,failed
ORD_02199,CUST_0277,2025-07-05,2025-07-11,2025-07-16,delivered,"8842 Patrick Meadows Suite 491, North Jacob, NJ 30957",Apple Pay,paid
ORD_02200,CUST_0749,2025-07-31,,,processing,"434 Hughes Prairie, Port Juliechester, NC 39643",PayPal,pending
ORD_02201,CUST_0067,2025-05-19,2025-05-25,2025-05-29,delivered,"6043 Barrett Village, Jamesstad, ME 65474",Credit Card,paid
ORD_02202,CUST_0510,2025-05-20,2025-05-27,2025-05-31,delivered,"99587 Thomas Divide Apt. 744, East David, MA 96311",Apple Pay,pending
ORD_02203,CUST_0997,2024-12-03,2024-12-08,2024-12-09,delivered,"5976 Herman Landing Apt. 949, Mcmahonmouth, DC 89498",Credit Card,failed
ORD_02204,CUST_0727,2025-03-07,2025-03-13,2025-03-17,delivered,"593 Roberts Harbor Apt. 006, Port James, MP 57448",PayPal,failed
ORD_02205,CUST_0025,2025-08-21,,,processing,"10421 Nicole Inlet Suite 365, Scottberg, GA 62563",Debit Card,pending
ORD_02206,CUST_0241,2025-09-19,,,processing,"054 Estrada Walk Suite 882, South Shawn, RI 59476",Apple Pay,paid
ORD_02207,CUST_0666,2025-05-21,2025-05-28,2025-06-02,delivered,"113 Andrew Rest, East Carlabury, MN 91341",Apple Pay,refunded
ORD_02208,CUST_0811,2025-06-28,2025-07-04,2025-07-05,delivered,"540 Owen Forge, Williamville, MS 59365",Debit Card,failed
ORD_02209,CUST_0091,2025-08-16,2025-08-19,,shipped,"75622 Carson Stream Suite 447, East Davidstad, TX 14862",Apple Pay,refunded
ORD_02210,CUST_0558,2025-04-06,2025-04-09,2025-04-12,delivered,"9240 Jeffrey Land Apt. 747, Santiagobury, NH 78725",Google Pay,pending
ORD_02211,CUST_0329,2025-08-05,,,processing,"18424 Terri Squares, Allisonborough, KY 71974",Debit Card,refunded
ORD_02212,CUST_0179,2025-04-17,2025-04-21,,shipped,"06877 Christopher Forks, South Sara, FL 74841",Debit Card,refunded
ORD_02213,CUST_0356,2024-11-22,,,cancelled,"344 Melissa Circle, Skinnermouth, AK 19237",Debit Card,pending
ORD_02214,CUST_0834,2025-09-02,,,processing,"16999 Paul Rapid, Port Carlafort, WI 81069",Apple Pay,refunded
ORD_02215,CUST_0369,2025-03-03,2025-03-04,2025-03-09,delivered,"6275 Cindy Shore, North Caitlinmouth, ID 07752",Debit Card,pending
ORD_02216,CUST_0341,2024-12-04,2024-12-10,2024-12-14,delivered,"USNS Cooper, FPO AP 09941",Apple Pay,pending
ORD_02217,CUST_0912,2025-01-08,2025-01-11,2025-01-16,delivered,"2155 Sean Flats, Andersonton, WI 59790",PayPal,failed
ORD_02218,CUST_0554,2025-06-27,2025-07-04,,shipped,"2019 Herrera Club, Foxfurt, NJ 69222",PayPal,pending
ORD_02219,CUST_0836,2025-03-09,2025-03-16,2025-03-20,delivered,"Unit 6874 Box 6195, DPO AP 35355",Credit Card,refunded
ORD_02220,CUST_0902,2025-09-08,2025-09-13,2025-09-18,delivered,"USS Castillo, FPO AP 48460",Credit Card,paid
ORD_02221,CUST_0590,2025-03-04,2025-03-07,2025-03-12,delivered,"77971 Rogers Lights, East Daniel, KY 99153",PayPal,pending
ORD_02222,CUST_0701,2025-03-11,,,processing,"03498 Jones Brooks, Port Elizabethbury, WI 36053",Debit Card,refunded
ORD_02223,CUST_0120,2025-07-29,2025-08-04,2025-08-07,delivered,"214 Pierce Trace Suite 465, South Kevin, HI 27539",Google Pay,refunded
ORD_02224,CUST_0536,2025-06-25,2025-07-02,,shipped,"501 Morris Dale Suite 056, North George, FL 85576",Apple Pay,pending
ORD_02225,CUST_0591,2025-10-15,2025-10-21,2025-10-25,delivered,"3724 Peterson Alley Apt. 394, Lynnview, DC 50063",Credit Card,pending
ORD_02226,CUST_0656,2025-10-02,2025-10-06,,shipped,"14850 Stephanie Row Suite 742, Lake Lauraton, PR 83305",PayPal,pending
ORD_02227,CUST_0734,2025-10-15,2025-10-22,2025-10-27,delivered,"894 Alison Field Apt. 819, Osborneland, IN 30620",Credit Card,refunded
ORD_02228,CUST_0148,2025-05-16,2025-05-22,2025-05-25,delivered,"871 Daniel Manor, Grosshaven, CO 22853",PayPal,refunded
ORD_02229,CUST_0311,2025-09-29,2025-10-04,2025-10-05,delivered,"065 Rhonda Extension Suite 898, New Travishaven, IL 60878",PayPal,paid
ORD_02230,CUST_0017,2025-06-23,2025-06-26,2025-06-27,delivered,"2772 Williams Mount, Patrickburgh, MT 41049",PayPal,pending
ORD_02231,CUST_0848,2025-03-16,,,cancelled,"7358 Claudia Place, East Michaelstad, IN 81852",Credit Card,paid
ORD_02232,CUST_0260,2025-02-16,2025-02-17,2025-02-21,delivered,"95161 Mariah Club, East April, AR 47011",Debit Card,refunded
ORD_02233,CUST_0011,2025-09-11,,,processing,"5049 Christina Stravenue, Port Lisa, CA 05540",Google Pay,failed
ORD_02234,CUST_0352,2025-10-18,2025-10-21,2025-10-23,delivered,"67265 Jasmine Corner Apt. 762, West Georgeville, RI 69489",Debit Card,refunded
ORD_02235,CUST_0635,2025-08-03,2025-08-07,,shipped,"18317 Jacob Falls Apt. 462, Dennismouth, MD 56736",Google Pay,paid
ORD_02236,CUST_0696,2025-03-19,2025-03-20,2025-03-24,delivered,"USNS Hall, FPO AA 50240",Debit Card,failed
ORD_02237,CUST_0032,2025-01-28,2025-02-03,2025-02-07,delivered,"1223 David Street, Port Robinshire, IL 10941",Apple Pay,paid
ORD_02238,CUST_0433,2025-04-14,,,processing,"2879 Cody Skyway Suite 470, East Jonathan, MP 67526",Google Pay,failed
ORD_02239,CUST_0972,2025-02-02,,,processing,"312 Kathryn Coves, Port Julie, TX 60036",Apple Pay,paid
ORD_02240,CUST_0390,2025-02-19,2025-02-23,2025-02-24,delivered,"47839 Damon Street Suite 799, New Mary, WI 05196",Apple Pay,failed
ORD_02241,CUST_0557,2025-10-11,2025-10-12,2025-10-14,delivered,"PSC 6320, Box 8549, APO AA 03870",Credit Card,refunded
ORD_02242,CUST_0389,2025-05-09,,,cancelled,"9572 Mallory Mission, East David, PW 21237",Debit Card,pending
ORD_02243,CUST_0619,2025-03-05,2025-03-06,2025-03-09,delivered,"348 Phillips Corners, Jenniferborough, PW 04958",Debit Card,refunded
ORD_02244,CUST_0222,2025-05-04,2025-05-08,,shipped,"1399 Robert Cove Suite 650, Caitlinmouth, NH 19810",Credit Card,paid
ORD_02245,CUST_0701,2025-04-13,2025-04-18,2025-04-19,delivered,"92671 Jodi Viaduct Apt. 214, North Christinastad, OR 87061",Google Pay,refunded
ORD_02246,CUST_0071,2025-08-30,2025-09-01,2025-09-05,delivered,"341 Kelsey Key, Phelpsborough, NY 99170",Debit Card,refunded
ORD_02247,CUST_0821,2025-07-12,2025-07-18,2025-07-19,delivered,"3315 Patricia Viaduct, Julianview, NC 06263",Debit Card,paid
ORD_02248,CUST_0715,2025-09-15,2025-09-19,2025-09-21,delivered,"934 Henderson Hills Suite 323, East Jeffrey, MI 84807",Apple Pay,failed
ORD_02249,CUST_0875,2024-12-18,2024-12-19,2024-12-22,delivered,"12531 Cohen Avenue, Woodport, ND 50707",Google Pay,failed
ORD_02250,CUST_0437,2025-04-17,2025-04-23,2025-04-25,delivered,"08707 Gonzalez Hills Suite 195, Andersonchester, NH 50038",Credit Card,pending
ORD_02251,CUST_0494,2025-08-15,2025-08-17,2025-08-18,delivered,"999 Mark Glens, Nataliebury, MA 61864",Apple Pay,pending
ORD_02252,CUST_0792,2025-08-27,2025-08-28,2025-08-31,delivered,"2943 Johnson Well Apt. 549, Cruzside, WI 33109",PayPal,pending
ORD_02253,CUST_0349,2025-04-07,,,processing,"1970 Ortega Shoals Apt. 578, Port James, RI 55979",Google Pay,refunded
ORD_02254,CUST_0235,2025-06-17,,,processing,"728 Samantha Valley, Bishopbury, NC 09986",Apple Pay,paid
ORD_02255,CUST_0104,2024-11-17,2024-11-19,2024-11-21,delivered,"851 Williams Falls Suite 148, East Heathermouth, KY 77808",Google Pay,paid
ORD_02256,CUST_0449,2025-09-13,2025-09-16,2025-09-20,delivered,"755 Doyle Gateway Apt. 312, North Edward, FM 55291",Credit Card,failed
ORD_02257,CUST_0651,2024-11-26,2024-11-27,2024-12-01,delivered,"39425 Nunez Harbor, Andreastad, NY 68403",Apple Pay,paid
ORD_02258,CUST_0286,2025-07-15,2025-07-20,2025-07-24,delivered,"08141 Thomas Island Suite 599, Michaelhaven, RI 38189",Credit Card,paid
ORD_02259,CUST_0090,2025-10-10,2025-10-16,2025-10-19,delivered,"USNS Mendoza, FPO AE 76180",Apple Pay,refunded
ORD_02260,CUST_0520,2025-09-05,2025-09-07,2025-09-08,delivered,"05734 Gardner Shore, Lake Jill, FM 62069",Credit Card,pending
